id_arrecadacao,state_abbrev,co_periodo,year,month,va_icms_primario,va_icms_secundario,va_icms_terciario,va_icms_terciario_atacadista,va_icms_terciario_varejista,va_icms_terciario_transportes,va_icms_terciario_comunicacao,va_icms_terciario_outros,va_icms_energia,va_icms_energia_secundario,va_icms_energia_terciario,va_icms_combustiveis,va_icms_combustiveis_secundario,va_icms_combustiveis_terciario,va_icms_divida_ativa,va_icms_outras,va_icms_total,va_outros_tributos_ipva,va_outros_tributos_itcd,va_outros_tributos_taxas,va_outros_tributos_outros,va_outros_tributos_total,va_receita_tributaria_total,uf,state_name,macroregion,include_in_panel,competencia,period_date,source_system,source_sheet,source_file,source_series_version,uf_mapping_status
6178,MS,199703,1997,3,12473799,1686884,22220022,7752326,8536719,708749,3942651,1279577,4022555,307173,3715382,10253836,781872,9471964,132318,1953362,52742776,6178199,376958,176465,3050678,9782300,62525076,50,Mato Grosso do Sul,Center-West,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6446,MT,199703,1997,3,6631029,17508443,23395260,7160386,8611787,3521262,4101825,0,0,0,0,9150034,0,0,50363,0,56735129,1576126,106398,1014314,1168690,3865527,60600656,51,Mato Grosso,Center-West,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6714,GO,199703,1997,3,4095404,38050297,43144757,12901512,19061700,2387581,8741843,52121,9395875,9127048,268827,17235701,408266,16827435,11024930,3054033,126000998,8854218,355211,234397,0,9443826,135444824,52,Goias,Center-West,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6983,DF,199703,1997,3,412825,15404520,32881723,6351996,14850855,554422,10566987,557462,5908603,5908603,0,11275875,202529,11073346,3773,402173,66289491,13932430,272230,2914370,1384,17120415,83409905,53,Distrito Federal,Center-West,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4,RO,199704,1997,4,0,2086769,13137641,8176,6712273,743382,1482717,4191091,411445,0,411445,1813779,1813779,0,37651,1199519,18686806,1074199,0,1191859,204697,2470757,21157563,11,Rondonia,North,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
273,AC,199704,1997,4,12113789,3187607,304215613,0,0,0,0,0,0,0,0,0,0,0,0,0,3159000,40490639,580000,0,0,41070639,360587648,12,Acre,North,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
541,AM,199704,1997,4,444102,47348135,38836080,0,0,0,0,0,3373235,0,0,3050290,0,0,178080,0,93229922,2256631,44000,152146,0,2452777,95682699,13,Amazonas,North,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
810,RR,199704,1997,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3887843,25226242,197428,0,0,25423670,25423670,14,Roraima,North,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1079,PA,199704,1997,4,3199220,9191517,34730642,0,0,0,0,0,290273,0,0,3569399,0,0,74017,246999,51302067,3925645,13498,642338,0,4581481,55883548,15,Para,North,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1346,AP,199704,1997,4,264487,583185,2867486,0,0,0,0,0,0,0,0,495085,0,0,0,0,4210243,409427,2625,860505,175258,1447816,5658058,16,Amapa,North,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1614,TO,199704,1997,4,2007350,187583,6282459,0,0,0,0,0,1001459,0,0,1485634,0,0,108960,0,11073445,385211,12822,338994,6162,743190,11816635,17,Tocantins,North,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1883,MA,199704,1997,4,2880332,6051672,13898277,3273417,7347524,439077,2198737,639522,542299,0,542299,2890957,0,2890957,9010,157658,26430206,3064461,18607,388512,11941,3483521,29913727,21,Maranhao,Northeast,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2151,PI,199704,1997,4,368390,2826910,17246061,3795533,8812988,465709,1113639,3058193,2221228,0,0,644204,0,0,45844,0,23352636,1440428,24899,711599,19041,2195966,25548603,22,Piaui,Northeast,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2420,CE,199704,1997,4,369485,37223028,42047707,18112340,14233341,2072406,7629620,0,7679182,0,0,6773200,0,0,760571,1818190,96671362,3117312,257353,200296,0,3574962,100246324,23,Ceara,Northeast,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2689,RN,199704,1997,4,4806759,5762799,27609931,0,0,0,0,0,0,0,0,0,0,0,0,0,38179489,1497514,132108,0,0,1629622,39809111,24,Rio Grande do Norte,Northeast,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2958,PB,199704,1997,4,1917057,9906823,23041198,8472700,4216947,2571839,582641,7197072,2011589,0,0,2857111,0,2857111,209805,0,39943583,1473080,64199,54525,1419738,3011542,42955125,25,Paraiba,Northeast,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3225,PE,199704,1997,4,7988178,31598637,63784524,15393968,36089755,1001076,10790469,509257,8366713,0,0,6216282,0,0,751615,11743785,130449734,6819221,302311,682446,5418436,13222413,143672147,26,Pernambuco,Northeast,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3493,AL,199704,1997,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25384942,2172877,19794,0,0,2192671,27577613,27,Alagoas,Northeast,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3762,SE,199704,1997,4,1503813,5132453,9427609,0,0,0,0,0,3161082,0,0,2273654,0,0,182750,5983974,27665335,1505538,40315,78872,281233,1905958,29571293,28,Sergipe,Northeast,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4030,BA,199704,1997,4,3446300,65086900,80846500,24831900,33351500,7068100,14104100,1490900,15472500,15472500,0,39936600,0,0,609600,4137000,209535400,7695900,403000,3603800,7000,11709700,221245100,29,Bahia,Northeast,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4299,MG,199704,1997,4,3613000,192820000,135492000,32043000,59956000,17312000,23389000,2792000,40930000,0,0,61610000,46246000,15364000,3172000,14227000,451864000,14460000,3238000,8944000,2000,26644000,478508000,31,Minas Gerais,Southeast,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4568,ES,199704,1997,4,11505770,22913722,66669770,34419007,8260562,2723339,2883086,18383777,8917110,1248395,7668715,5051330,0,5051330,85966,0,115143668,3344504,160011,2054659,172682,5731856,120875523,32,Espirito Santo,Southeast,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4835,RJ,199704,1997,4,540379,153724708,150408198,42684189,57036311,8529642,30572139,11585917,45864624,636050,45228574,61726248,57687394,4038854,176379,4550311,416990847,48394741,3676037,5434158,4370226,61875162,478866009,33,Rio de Janeiro,Southeast,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5104,SP,199704,1997,4,8028731,909010052,517407608,182392900,195037030,17170437,108082562,14724679,148620120,148620120,0,247072269,247072269,0,0,141683661,1971822441,97395537,6785508,66476369,6569791,177227205,2149049646,35,Sao Paulo,Southeast,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5373,PR,199704,1997,4,11279529,48575781,99563869,44738969,33615948,2256433,17516600,1435919,25930055,25930055,0,40936681,24166428,16770253,7038228,6963446,240287589,19233058,1486072,715762,1613,21436505,261724094,41,Parana,South,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5642,SC,199704,1997,4,1161456,56121294,76085925,9155086,34287234,3018131,18257332,11368142,16771269,0,16771269,25607428,0,25607428,1499440,0,177246812,9336097,518900,209374,10249,10074620,187321432,42,Santa Catarina,South,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5911,RS,199704,1997,4,4581697,120913362,120665909,43577667,52645970,3882229,20560043,0,31366058,31366058,0,55353719,47326682,8027037,12642174,6808095,352331014,53073664,2307415,10220046,932,65602057,417933071,43,Rio Grande do Sul,South,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6179,MS,199704,1997,4,15108985,2094348,24163405,8354324,9729263,716984,4275002,1087832,3912171,291376,3620795,11881126,841474,11039652,166361,1401534,58727930,2608029,358977,180053,3050432,6197491,64925421,50,Mato Grosso do Sul,Center-West,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6447,MT,199704,1997,4,7590921,18824446,25956492,8824973,8431484,4054165,3804813,841057,0,0,0,8771823,0,0,59200,2765351,63968234,1683062,191612,1044430,2962204,5881307,69849541,51,Mato Grosso,Center-West,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6715,GO,199704,1997,4,5627760,39077503,45729439,13450102,21095886,2499261,8648023,36167,19335135,19069072,266062,15964003,380110,15583893,920307,3425705,130079852,9901292,325049,188754,439,10415534,140495386,52,Goias,Center-West,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6984,DF,199704,1997,4,287329,14639160,37195774,6524103,18799839,472613,10397011,1002209,5632788,5632788,0,12566326,150183,12416143,11495,465881,70798753,16998691,250808,3606774,279,20856553,91655306,53,Distrito Federal,Center-West,TRUE,199704,1997-04-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5,RO,199705,1997,5,147784,6298501,10166753,5067616,4214445,499388,3031,382274,476387,0,0,1668359,0,0,204156,2713974,21675915,959635,26487,81244,12433,1079799,22755713,11,Rondonia,North,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
274,AC,199705,1997,5,8544158,3069704,382566498,0,0,0,0,0,0,0,0,0,0,0,0,0,3942000,29093391,524315,0,0,29617706,423798066,12,Acre,North,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
542,AM,199705,1997,5,376535,70622252,38580945,0,0,0,0,0,2556072,0,0,4407210,0,0,238899,0,116781913,2097753,46931,153727,0,2298411,119080324,13,Amazonas,North,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
811,RR,199705,1997,5,116539,2234019,1770846,0,0,0,0,0,0,0,0,0,0,0,0,0,4121404,163104,1038,236,140983,305361,4426766,14,Roraima,North,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1080,PA,199705,1997,5,3180288,8704712,39762294,0,0,0,0,0,8621444,0,0,2824999,0,0,79845,255023,63428605,3232536,20385,639061,0,3891982,67320587,15,Para,North,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1347,AP,199705,1997,5,60609,888383,2663402,0,0,0,0,0,6140,0,0,375804,0,0,923,0,3995261,389904,1334,960701,177134,1529072,5524333,16,Amapa,North,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1615,TO,199705,1997,5,2184890,213660,7439533,0,0,0,0,0,1087180,0,0,1679808,0,0,133119,0,12738191,327665,14542,271270,20003,633479,13371670,17,Tocantins,North,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1884,MA,199705,1997,5,1331302,5110844,15082604,3828158,7552262,382157,2931861,388167,5355989,0,5355989,6367622,0,6367622,9661,164150,33422172,3012040,14449,354507,17152,3398148,36820320,21,Maranhao,Northeast,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2152,PI,199705,1997,5,531643,3234507,17754947,4572061,9133464,466263,1317953,2265206,2054153,0,0,936948,0,0,13546,0,24525744,1129100,26803,713743,20936,1890582,26416326,22,Piaui,Northeast,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2421,CE,199705,1997,5,514444,35603168,43285189,19814726,13551298,2005600,7913566,0,7519581,0,0,8164833,0,0,639139,1821314,97547668,1938278,230369,703906,0,2872552,100420220,23,Ceara,Northeast,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2690,RN,199705,1997,5,3871032,6593114,27028323,0,0,0,0,0,0,0,0,0,0,0,0,0,37492469,1607615,48265,34134,0,1690014,39182483,24,Rio Grande do Norte,Northeast,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2959,PB,199705,1997,5,1641174,8821971,25057092,7492922,8768808,705973,80754,8008635,1604079,0,0,912785,0,0,37339,0,38074440,1235849,54223,49809,996334,2336215,40410655,25,Paraiba,Northeast,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3226,PE,199705,1997,5,6275453,34616180,61812429,18580510,32508509,1040455,8842699,840258,7980922,0,0,9249340,0,0,813323,9302086,130049732,8318286,195214,362186,5333116,14208803,144258535,26,Pernambuco,Northeast,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3494,AL,199705,1997,5,179963,9623261,13877925,3293840,6753256,842077,2880983,107768,3214413,0,0,60581,26844,33738,285,2666155,29622584,1516637,37461,45299,32433,1631831,31254414,27,Alagoas,Northeast,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3763,SE,199705,1997,5,1533872,5523190,6126678,0,0,0,0,0,4409180,0,0,2042501,0,0,86802,8392762,28114985,1478050,26081,112349,233827,1850307,29965292,28,Sergipe,Northeast,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4031,BA,199705,1997,5,2905420,59496380,78924000,25099240,32273330,6338960,12781130,2431340,14618130,15472500,0,40562920,0,0,561750,4520670,201589270,8947180,372830,4912940,2200,14235150,215824420,29,Bahia,Northeast,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4300,MG,199705,1997,5,3438000,208004000,143189000,34356000,59443000,17727000,28290000,3373000,39836000,0,0,61388000,46026000,15362000,3019000,13555000,472429000,9081000,2048000,8524000,2000,19655000,492084000,31,Minas Gerais,Southeast,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4569,ES,199705,1997,5,14120127,28396119,80672130,40426361,9702256,2241722,3423392,24878400,8792490,1256149,7536341,9040407,0,9040407,111433,0,141132707,3344504,160011,2054659,0,5559174,146691881,32,Espirito Santo,Southeast,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4836,RJ,199705,1997,5,540801,169740677,139996952,45353433,50212709,8225889,28874531,7330390,40612785,243752,40369033,61999617,54674103,7325514,151620,18370147,431412599,24760492,3468223,4737543,1802184,34768442,466181041,33,Rio de Janeiro,Southeast,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5105,SP,199705,1997,5,7558722,918187916,526761679,180492388,185409219,17137101,125217964,18505007,130195444,0,0,215130154,0,0,0,111742520,1909576435,69055071,8335226,72285968,6705609,156381874,2065958309,35,Sao Paulo,Southeast,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5374,PR,199705,1997,5,8946770,48544814,94947450,39528165,31270756,2296602,20124087,1727840,26788748,0,0,43515063,0,0,6783550,5832326,235358721,19131178,1196659,578748,0,20906585,256265306,41,Parana,South,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5643,SC,199705,1997,5,771223,58727263,63217368,4175961,32602288,2602926,11030464,12805729,16898207,0,0,28477848,0,0,1751781,0,169843690,9449693,575533,205516,9226,10239968,180083658,42,Santa Catarina,South,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5912,RS,199705,1997,5,4549333,124498910,118434354,40415510,54607301,3853358,19558185,0,33998473,0,0,55292345,48955803,6336542,13554972,10785339,361113726,17429358,2231837,9772057,54,29433306,390547032,43,Rio Grande do Sul,South,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6180,MS,199705,1997,5,12694332,2142098,24603576,8064656,9838453,757709,4724795,1217963,3912509,290713,3621796,16346940,690922,15656018,224606,0,59924061,2008869,384832,182220,3031428,5607349,65531410,50,Mato Grosso do Sul,Center-West,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6448,MT,199705,1997,5,7632414,20229685,25829112,9053959,8845770,3567817,3469212,892354,257,0,0,9241524,0,0,104864,2849566,65887422,1625603,119555,988621,1466066,4199844,70087267,51,Mato Grosso,Center-West,TRUE,199705,1997-05-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
