state_abbrev,period_date,formal_employment_stock,construction_employment_stock,year,month,stock_anchor_date,stock_source
ES,2017-07-01,708301,46487,2017,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2017-08-01,705454,46785,2017,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2017-09-01,705778,46714,2017,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2017-10-01,707333,46869,2017,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2017-11-01,707522,46889,2017,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2017-12-01,701541,46889,2017,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2018-01-01,704681,47745,2018,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2018-02-01,705128,47821,2018,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2018-03-01,706908,48597,2018,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2018-04-01,709673,48860,2018,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2018-05-01,714674,48943,2018,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2018-06-01,713112,48675,2018,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2018-07-01,712471,49082,2018,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2018-08-01,712083,50008,2018,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2018-09-01,715424,50943,2018,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2018-10-01,716336,51128,2018,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2018-11-01,719584,51151,2018,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2018-12-01,715549,50026,2018,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2019-01-01,718157,50026,2019,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2019-02-01,721698,49767,2019,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2019-03-01,720855,49767,2019,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2019-04-01,723736,49991,2019,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2019-05-01,733120,50382,2019,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2019-06-01,731968,50670,2019,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2019-07-01,727851,51125,2019,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2019-08-01,728230,51241,2019,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2019-09-01,731159,51772,2019,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2019-10-01,733072,51434,2019,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2019-11-01,735688,51188,2019,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2019-12-01,731842,50269,2019,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2020-01-01,732198,50935,2020,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2020-02-01,735797,51679,2020,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2020-03-01,730925,51902,2020,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2020-04-01,711164,50445,2020,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2020-05-01,703199,49943,2020,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2020-06-01,702408,50409,2020,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2020-07-01,704244,51540,2020,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2020-08-01,710133,53127,2020,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2020-09-01,716746,54638,2020,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2020-10-01,725780,56021,2020,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2020-11-01,736431,56529,2020,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2020-12-01,733709,55107,2020,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2021-01-01,738417,55386,2021,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2021-02-01,745656,56006,2021,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2021-03-01,749961,56612,2021,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2021-04-01,751752,56775,2021,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2021-05-01,762320,57216,2021,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2021-06-01,767630,57763,2021,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2021-07-01,770188,58157,2021,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2021-08-01,775932,59172,2021,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2021-09-01,781987,60138,2021,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2021-10-01,785495,60210,2021,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2021-11-01,793740,60599,2021,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2021-12-01,788073,59739,2021,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2022-01-01,791830,61341,2022,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2022-02-01,798828,62225,2022,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2022-03-01,800814,62736,2022,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2022-04-01,806285,62720,2022,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2022-05-01,818293,63181,2022,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2022-06-01,820673,63397,2022,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2022-07-01,820079,63880,2022,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2022-08-01,824548,64458,2022,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2022-09-01,832151,66197,2022,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2022-10-01,835302,66298,2022,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2022-11-01,838807,66270,2022,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2022-12-01,831499,64763,2022,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2023-01-01,833202,65957,2023,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2023-02-01,836858,66656,2023,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2023-03-01,841380,67935,2023,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2023-04-01,847128,68900,2023,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2023-05-01,860722,69708,2023,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2023-06-01,861305,70483,2023,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2023-07-01,863134,71783,2023,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2023-08-01,863404,72099,2023,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2023-09-01,867646,72572,2023,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2023-10-01,870982,72743,2023,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2023-11-01,872695,71764,2023,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2023-12-01,865908,70277,2023,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2024-01-01,869305,71411,2024,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2024-02-01,874080,72149,2024,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2024-03-01,880293,73739,2024,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2024-04-01,888511,74498,2024,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2024-05-01,896157,74185,2024,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2024-06-01,896340,74560,2024,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2024-07-01,895432,75597,2024,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2024-08-01,898011,75399,2024,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2024-09-01,903674,76236,2024,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2024-10-01,908018,76161,2024,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2024-11-01,908172,75011,2024,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2024-12-01,900949,73262,2024,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2025-01-01,901678,73881,2025,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2025-02-01,907516,74342,2025,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2025-03-01,909391,74972,2025,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2025-04-01,917713,75206,2025,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2025-05-01,925012,74653,2025,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2025-06-01,921563,75007,2025,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2025-07-01,919300,74864,2025,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2025-08-01,920198,74965,2025,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2025-09-01,923982,75522,2025,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2025-10-01,923784,74703,2025,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2025-11-01,924751,74204,2025,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2025-12-01,914557,72504,2025,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2026-01-01,916898,74061,2026,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2026-02-01,919979,73894,2026,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
ES,2026-03-01,927371,75232,2026,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2007-01-01,894192,50471,2007,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2007-02-01,902207,50575,2007,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2007-03-01,909304,51083,2007,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2007-04-01,916633,51364,2007,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2007-05-01,925250,51920,2007,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2007-06-01,932486,52291,2007,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2007-07-01,935274,52720,2007,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2007-08-01,940038,53119,2007,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2007-09-01,944164,53457,2007,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2007-10-01,946137,53850,2007,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2007-11-01,939843,53883,2007,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2007-12-01,925053,53361,2007,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2008-01-01,936210,55262,2008,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2008-02-01,947887,56133,2008,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2008-03-01,956819,56963,2008,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2008-04-01,971562,59462,2008,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2008-05-01,978044,59462,2008,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2008-06-01,989923,62297,2008,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2008-07-01,994745,64597,2008,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2008-08-01,1001707,64597,2008,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2008-09-01,1007790,66121,2008,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2008-10-01,1005452,66673,2008,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2008-11-01,999214,64507,2008,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2008-12-01,972400,58059,2008,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2009-01-01,974235,58717,2009,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2009-02-01,982293,59263,2009,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2009-03-01,990207,60475,2009,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2009-04-01,1004869,62915,2009,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2009-05-01,1009972,63368,2009,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2009-06-01,1017320,63368,2009,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2009-07-01,1021827,64735,2009,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2009-08-01,1028381,64735,2009,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2009-09-01,1033631,64883,2009,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2009-10-01,1036303,64883,2009,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2009-11-01,1034258,64883,2009,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2009-12-01,1006804,61132,2009,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2010-01-01,1016980,63564,2010,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2010-02-01,1027707,65355,2010,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2010-03-01,1041461,67068,2010,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2010-04-01,1058632,69174,2010,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2010-05-01,1068886,71373,2010,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2010-06-01,1076959,73788,2010,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2010-07-01,1083417,75620,2010,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2010-08-01,1090222,76594,2010,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2010-09-01,1089713,76686,2010,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2010-10-01,1087562,77031,2010,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2010-11-01,1086075,74317,2010,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2010-12-01,1065861,74317,2010,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2011-01-01,1078886,76090,2011,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2011-02-01,1092111,77512,2011,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2011-03-01,1100510,77512,2011,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2011-04-01,1112680,79827,2011,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2011-05-01,1124898,81749,2011,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2011-06-01,1133309,84575,2011,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2011-07-01,1139364,86664,2011,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2011-08-01,1146219,86978,2011,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2011-09-01,1151549,87966,2011,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2011-10-01,1146888,87421,2011,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2011-11-01,1136422,83893,2011,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2011-12-01,1115246,77317,2011,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2012-01-01,1123322,79172,2012,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2012-02-01,1133662,80135,2012,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2012-03-01,1146377,83014,2012,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2012-04-01,1163523,87544,2012,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2012-05-01,1171536,88614,2012,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2012-06-01,1176797,88614,2012,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2012-07-01,1180789,88876,2012,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2012-08-01,1184793,88876,2012,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2012-09-01,1186400,88110,2012,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2012-10-01,1184729,88110,2012,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2012-11-01,1176080,85306,2012,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2012-12-01,1154680,79595,2012,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2013-01-01,1160687,79595,2013,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2013-02-01,1172362,80285,2013,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2013-03-01,1180394,80708,2013,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2013-04-01,1199070,84786,2013,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2013-05-01,1203578,85830,2013,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2013-06-01,1211448,87479,2013,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2013-07-01,1213471,88142,2013,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2013-08-01,1216146,88014,2013,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2013-09-01,1221306,88898,2013,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2013-10-01,1219306,88898,2013,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2013-11-01,1210909,85178,2013,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2013-12-01,1187733,78953,2013,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2014-01-01,1191829,80574,2014,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2014-02-01,1204383,82103,2014,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2014-03-01,1206481,82103,2014,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2014-04-01,1217081,84901,2014,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2014-05-01,1224654,84901,2014,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2014-06-01,1228176,84834,2014,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2014-07-01,1230958,84935,2014,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2014-08-01,1233926,84911,2014,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2014-09-01,1236062,84911,2014,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2014-10-01,1232382,83267,2014,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2014-11-01,1225854,79223,2014,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2014-12-01,1195316,79223,2014,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2015-01-01,1195079,79223,2015,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2015-02-01,1199538,78828,2015,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2015-03-01,1205714,78828,2015,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2015-04-01,1207999,78646,2015,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2015-05-01,1208332,77058,2015,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2015-06-01,1210195,77999,2015,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2015-07-01,1207287,77999,2015,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2015-08-01,1206428,77082,2015,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2015-09-01,1202020,75958,2015,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2015-10-01,1192154,74188,2015,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2015-11-01,1180249,74188,2015,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2015-12-01,1156670,70145,2015,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2016-01-01,1155052,70133,2016,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2016-02-01,1157379,69803,2016,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2016-03-01,1160710,69803,2016,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2016-04-01,1165880,71858,2016,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2016-05-01,1166033,71858,2016,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2016-06-01,1169402,72356,2016,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2016-07-01,1167870,72669,2016,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2016-08-01,1168826,73362,2016,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2016-09-01,1164334,72710,2016,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2016-10-01,1154019,70684,2016,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2016-11-01,1144896,68262,2016,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2016-12-01,1129625,64334,2016,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2017-01-01,1134392,64613,2017,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2017-02-01,1141241,64264,2017,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2017-03-01,1145545,64325,2017,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2017-04-01,1152715,64325,2017,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2017-05-01,1160159,65217,2017,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2017-06-01,1164954,65217,2017,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2017-07-01,1169699,65877,2017,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2017-08-01,1171533,66630,2017,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
GO,2017-09-01,1168040,66768,2017,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
