period,period_date,year,uf,state_abbrev,state_name,macroregion,pnad_legacy_population_10_plus,labor_force_pnad_legacy,non_labor_force_pnad_legacy,unemployed_pnad_legacy,unemployment_rate_pnad_legacy,occupied_pnad_legacy,previd_contributors_any_work_pnad_legacy,previd_non_contributors_any_work_pnad_legacy,formalization_proxy_pnad_legacy,labor_income_nominal_pnad_legacy,labor_income_real_pnad_legacy,ipca_reference_index,is_observed_pnad_legacy_year,imputation_method,labor_market_age_concept,formalization_rule,income_deflator_rule,source_system,source_frequency
2015,2015-09-01,2015,41,PR,Parana,South,9746000,5993000,3752000,422000,0.07041548473218755,5571000,4030000,1542000,0.7233889786393826,2034,3535.4743256478077,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,33,RJ,Rio de Janeiro,Southeast,14647000,8408000,6239000,994000,0.11822074215033301,7414000,5126000,2288000,0.6913946587537092,2196,3817.06077636312,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,24,RN,Rio Grande do Norte,Northeast,2976000,1644000,1332000,208000,0.12652068126520682,1436000,770000,666000,0.5362116991643454,1255,2181.4258990599797,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,11,RO,Rondonia,North,1498000,875000,623000,59000,0.06742857142857143,816000,477000,339000,0.5845588235294118,1594,2770.671620001281,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,14,RR,Roraima,North,421000,250000,170000,26000,0.104,224000,123000,101000,0.5491071428571429,1716,2982.730552021454,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,43,RS,Rio Grande do Sul,South,9978000,6371000,3607000,474000,0.07439962329304661,5896000,4216000,1680000,0.7150610583446404,1798,3125.261965346489,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,42,SC,Santa Catarina,South,6049000,3736000,2312000,209000,0.05594218415417559,3528000,2807000,720000,0.7956349206349206,2076,3608.4782202777033,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,28,SE,Sergipe,Northeast,1921000,1141000,780000,115000,0.10078878177037687,1026000,445000,581000,0.4337231968810916,988,1717.3297117699283,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,35,SP,Sao Paulo,Southeast,39144000,24050000,15095000,2688000,0.11176715176715177,21362000,16041000,5321000,0.7509128358767906,2232,3879.6355431887446,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,17,TO,Tocantins,North,1290000,736000,554000,66000,0.08967391304347826,669000,339000,330000,0.5067264573991032,1565,2720.2641689473053,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
