state_abbrev,period_date,unemployment_rate_pnadc,formalization_rate_pnadc,labor_income_real_pnadc,unemployment_rate_pnadc_sa,formalization_rate_pnadc_sa,labor_income_real_pnadc_sa,year,quarter,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,instability_start_date,removal_date
TO,2014-07-01,0.077,,2478,0.0830278016947088,,2553.92202397274,2014,3,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,pre,2016-01-25,2017-05-04
TO,2014-10-01,0.064,,2604,0.0712153776424477,,2649.79535611088,2014,4,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,pre,2016-01-25,2017-05-04
TO,2015-01-01,0.08800000000000001,,2782,0.0763914886246184,,2684.44949946139,2015,1,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,pre,2016-01-25,2017-05-04
TO,2015-04-01,0.077,,2720,0.0753095104122612,,2726.73235325439,2015,2,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,pre,2016-01-25,2017-05-04
TO,2015-07-01,0.093,,2735,0.0990606787673309,,2813.02320974061,2015,3,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,pre,2016-01-25,2017-05-04
TO,2015-10-01,0.09,0.567,2632,0.0977961801568327,0.575105664616611,2680.18124057487,2015,4,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,pre,2016-01-25,2017-05-04
TO,2016-01-01,0.108,0.5720000000000001,2880,0.103935314153965,0.572234245389201,2720.40166463071,2016,1,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,crisis,2016-01-25,2017-05-04
TO,2016-04-01,0.112,0.5549999999999999,2567,0.109765340982023,0.556117305435802,2593.9151480697,2016,2,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,crisis,2016-01-25,2017-05-04
TO,2016-07-01,0.108,0.569,2524,0.113974718649797,0.559943510846146,2601.13794958076,2016,3,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,crisis,2016-01-25,2017-05-04
TO,2016-10-01,0.132,0.5449999999999999,2676,0.134595185191014,0.552740647022581,2673.86553644869,2016,4,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,crisis,2016-01-25,2017-05-04
TO,2017-01-01,0.127,0.5609999999999999,2773,0.120970521953339,0.560990622699377,2686.63696698433,2017,1,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,crisis,2016-01-25,2017-05-04
TO,2017-04-01,0.117,0.568,2667,0.114629360376345,0.568940572266638,2711.52166433659,2017,2,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,post,2016-01-25,2017-05-04
TO,2017-07-01,0.119,0.589,2626,0.11869277743712,0.581018425716487,2650.61782125734,2017,3,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,post,2016-01-25,2017-05-04
TO,2017-10-01,0.106,0.56,2702,0.109365936665484,0.567131534438116,2695.30490348277,2017,4,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,post,2016-01-25,2017-05-04
TO,2018-01-01,0.111,0.5549999999999999,2922,0.104535036676262,0.554682468458339,2830.78859820934,2018,1,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,post,2016-01-25,2017-05-04
TO,2018-04-01,0.114,0.562,2711,0.111560621258868,0.562176955244666,2765.28542145145,2018,2,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01,post,2016-01-25,2017-05-04
