competencia,year,month,uf,formal_hiring_balance,salvaged_records,source_series,source_archive
201403,2014,03,28,-1015,21863,old_caged_complete_salvaged_partial,CAGEDEST_032014.7z
201403,2014,03,29,631,123183,old_caged_complete_salvaged_partial,CAGEDEST_032014.7z
201403,2014,03,31,3701,392883,old_caged_complete_salvaged_partial,CAGEDEST_032014.7z
201403,2014,03,32,-255,73797,old_caged_complete_salvaged_partial,CAGEDEST_032014.7z
201403,2014,03,33,-4333,299927,old_caged_complete_salvaged_partial,CAGEDEST_032014.7z
201403,2014,03,35,19227,1065327,old_caged_complete_salvaged_partial,CAGEDEST_032014.7z
201403,2014,03,41,5940,276904,old_caged_complete_salvaged_partial,CAGEDEST_032014.7z
201403,2014,03,42,3208,127608,old_caged_complete_salvaged_partial,CAGEDEST_032014.7z
201405,2014,05,11,1497,25781,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,12,322,4964,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,13,-2604,37406,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,14,-51,4077,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,15,5204,66780,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,16,-719,5035,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,17,678,13530,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,21,696,34214,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,22,719,19385,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,23,3178,89120,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,24,-406,33788,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,25,313,27391,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,26,-10706,108532,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,27,-8580,24762,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,28,-524,22180,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,29,8205,139603,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,31,22925,424185,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,32,6090,88536,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201405,2014,05,33,8424,319188,old_caged_complete_salvaged_partial,CAGEDEST_052014.7z
201409,2014,09,00,9,1,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,11,-917,25027,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,12,-90,4618,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,13,671,33851,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,14,717,4029,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,15,4790,63136,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,16,263,5221,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,17,574,14472,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,21,3552,31962,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,22,-401,20685,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,23,10111,91135,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,24,3646,31888,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,25,2606,26786,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,26,21971,108201,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,27,13748,31592,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,28,4633,23315,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,29,3163,134361,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,31,-840,395840,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,32,4073,72807,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,33,12686,298058,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,35,11343,999585,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,41,11547,253991,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201409,2014,09,42,1686,65994,old_caged_complete_salvaged_partial,CAGEDEST_092014.7z
201412,2014,12,11,-3503,19899,old_caged_complete_salvaged_partial,CAGEDEST_122014.7z
201412,2014,12,12,-685,4417,old_caged_complete_salvaged_partial,CAGEDEST_122014.7z
201412,2014,12,13,-5122,27860,old_caged_complete_salvaged_partial,CAGEDEST_122014.7z
201412,2014,12,14,-300,3698,old_caged_complete_salvaged_partial,CAGEDEST_122014.7z
201412,2014,12,15,-16974,57564,old_caged_complete_salvaged_partial,CAGEDEST_122014.7z
201412,2014,12,16,-1547,5195,old_caged_complete_salvaged_partial,CAGEDEST_122014.7z
201412,2014,12,17,-3337,11429,old_caged_complete_salvaged_partial,CAGEDEST_122014.7z
201412,2014,12,21,-5809,28641,old_caged_complete_salvaged_partial,CAGEDEST_122014.7z
201412,2014,12,22,-2156,17392,old_caged_complete_salvaged_partial,CAGEDEST_122014.7z
201412,2014,12,23,-4201,71321,old_caged_complete_salvaged_partial,CAGEDEST_122014.7z
201412,2014,12,24,-2984,28920,old_caged_complete_salvaged_partial,CAGEDEST_122014.7z
201412,2014,12,25,-1520,23812,old_caged_complete_salvaged_partial,CAGEDEST_122014.7z
201412,2014,12,26,-11495,54217,old_caged_complete_salvaged_partial,CAGEDEST_122014.7z
201501,2015,01,11,-1687,23017,old_caged_complete_salvaged_partial,CAGEDEST_012015.7z
201501,2015,01,12,-466,4774,old_caged_complete_salvaged_partial,CAGEDEST_012015.7z
201501,2015,01,13,-2074,28232,old_caged_complete_salvaged_partial,CAGEDEST_012015.7z
201503,2015,03,11,-621,23001,old_caged_complete_salvaged_partial,CAGEDEST_032015.7z
201503,2015,03,12,-500,4436,old_caged_complete_salvaged_partial,CAGEDEST_032015.7z
201503,2015,03,13,-1632,31894,old_caged_complete_salvaged_partial,CAGEDEST_032015.7z
201503,2015,03,14,-149,4255,old_caged_complete_salvaged_partial,CAGEDEST_032015.7z
201503,2015,03,15,-2662,57104,old_caged_complete_salvaged_partial,CAGEDEST_032015.7z
201503,2015,03,16,-669,4179,old_caged_complete_salvaged_partial,CAGEDEST_032015.7z
201503,2015,03,17,23,14001,old_caged_complete_salvaged_partial,CAGEDEST_032015.7z
201503,2015,03,21,-659,32175,old_caged_complete_salvaged_partial,CAGEDEST_032015.7z
201503,2015,03,22,1016,20506,old_caged_complete_salvaged_partial,CAGEDEST_032015.7z
201503,2015,03,23,-357,83759,old_caged_complete_salvaged_partial,CAGEDEST_032015.7z
201503,2015,03,24,-171,29965,old_caged_complete_salvaged_partial,CAGEDEST_032015.7z
201503,2015,03,25,-5691,31113,old_caged_complete_salvaged_partial,CAGEDEST_032015.7z
201503,2015,03,26,-7425,59219,old_caged_complete_salvaged_partial,CAGEDEST_032015.7z
201507,2015,07,11,-713,23155,old_caged_complete_salvaged_partial,CAGEDEST_072015.7z
201507,2015,07,12,-83,4555,old_caged_complete_salvaged_partial,CAGEDEST_072015.7z
201507,2015,07,13,-2722,28602,old_caged_complete_salvaged_partial,CAGEDEST_072015.7z
201507,2015,07,14,-153,4249,old_caged_complete_salvaged_partial,CAGEDEST_072015.7z
201507,2015,07,15,2634,55148,old_caged_complete_salvaged_partial,CAGEDEST_072015.7z
201507,2015,07,16,-224,4366,old_caged_complete_salvaged_partial,CAGEDEST_072015.7z
201507,2015,07,17,-763,13089,old_caged_complete_salvaged_partial,CAGEDEST_072015.7z
201507,2015,07,21,2121,32565,old_caged_complete_salvaged_partial,CAGEDEST_072015.7z
201507,2015,07,22,-448,19162,old_caged_complete_salvaged_partial,CAGEDEST_072015.7z
201507,2015,07,23,-1027,80797,old_caged_complete_salvaged_partial,CAGEDEST_072015.7z
201511,2015,11,11,-2937,20059,old_caged_complete_salvaged_partial,CAGEDEST_112015.7z
201511,2015,11,12,-754,4404,old_caged_complete_salvaged_partial,CAGEDEST_112015.7z
201511,2015,11,13,-3249,22833,old_caged_complete_salvaged_partial,CAGEDEST_112015.7z
201511,2015,11,14,87,3567,old_caged_complete_salvaged_partial,CAGEDEST_112015.7z
201511,2015,11,15,-7940,52968,old_caged_complete_salvaged_partial,CAGEDEST_112015.7z
201511,2015,11,16,163,3777,old_caged_complete_salvaged_partial,CAGEDEST_112015.7z
201511,2015,11,17,-1202,11506,old_caged_complete_salvaged_partial,CAGEDEST_112015.7z
201511,2015,11,21,-3235,26149,old_caged_complete_salvaged_partial,CAGEDEST_112015.7z
201511,2015,11,22,-680,18594,old_caged_complete_salvaged_partial,CAGEDEST_112015.7z
201511,2015,11,23,-3919,73753,old_caged_complete_salvaged_partial,CAGEDEST_112015.7z
201511,2015,11,24,-435,24609,old_caged_complete_salvaged_partial,CAGEDEST_112015.7z
201511,2015,11,25,-92,20426,old_caged_complete_salvaged_partial,CAGEDEST_112015.7z
201511,2015,11,26,-5437,57686,old_caged_complete_salvaged_partial,CAGEDEST_112015.7z
201603,2016,03,11,-546,19376,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,12,-638,4288,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,13,-3591,23603,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,14,220,3918,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,15,-5296,48784,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,16,-521,3341,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,17,-334,11560,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,21,-2307,26679,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,22,-1137,16299,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,23,-4701,77181,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,24,-2383,26277,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,25,-3856,24754,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,26,-11383,72105,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,27,-9872,23340,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,28,-5827,20353,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,29,-4803,105979,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,31,-7979,303995,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,32,-3668,58588,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,33,-13741,252737,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,35,-32616,882110,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,41,-3855,214181,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201603,2016,03,42,-2523,135767,old_caged_complete_salvaged_partial,CAGEDEST_032016.7z
201605,2016,05,11,-823,17477,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,12,147,4255,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,13,-924,20718,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,14,-43,3335,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,15,-2913,46089,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,16,-918,3694,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,17,-307,10579,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,21,-196,24844,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,22,-1043,15201,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,23,-2906,72204,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,24,-2100,23596,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,25,-2031,19577,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,26,-3443,60981,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,27,-813,15645,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,28,-1563,14575,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,29,-6052,95456,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,31,9304,291480,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,32,1226,60418,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,33,-15688,220292,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201605,2016,05,35,857,411215,old_caged_complete_salvaged_partial,CAGEDEST_052016.7z
201704,2017,04,11,177,13983,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,12,-329,3213,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,13,-260,18472,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,14,244,2954,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,15,-1297,36591,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,16,216,1986,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,17,110,9562,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,21,-1159,18977,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,22,225,12911,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,23,-675,55995,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,24,-921,22255,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,25,-532,16236,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,26,-1169,52669,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,27,-4008,15778,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,28,-72,11306,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,29,7192,87094,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,31,14818,256380,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,32,3548,44676,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,33,-2554,174838,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201704,2017,04,35,22286,362040,old_caged_complete_salvaged_partial,CAGEDEST_042017.7z
201706,2017,06,11,427,16035,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,12,251,3989,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,13,-101,18931,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,14,23,3329,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,15,674,43066,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,16,93,3765,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,17,480,10910,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,21,1531,23011,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,22,712,16288,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,23,133,62301,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,24,453,23435,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,25,238,17264,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,26,2726,58474,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,27,-156,13376,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,28,634,14314,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,29,-1290,88008,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,31,15445,278407,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,32,-1466,50184,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,33,-5689,181715,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,35,983,725031,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,41,-3561,175373,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201706,2017,06,42,-1025,125733,old_caged_complete_salvaged_partial,CAGEDEST_062017.7z
201712,2017,12,11,-853,12693,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,12,-392,2930,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,13,-2002,16548,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,14,-229,2793,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,15,-6822,36994,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,16,-410,3022,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,17,-1555,9207,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,21,-987,20421,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,22,-824,11738,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,23,-4563,49443,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,24,-2851,20907,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,25,-1912,16208,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,26,-8314,60194,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,27,-1272,13126,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,28,-1152,11060,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,29,-12457,85537,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201712,2017,12,31,78499,122297,old_caged_complete_salvaged_partial,CAGEDEST_122017.7z
201901,2019,01,42,19917,19917,old_caged_complete_salvaged_partial,CAGEDEST_012019.7z
201901,2019,01,51,11524,71360,old_caged_complete_salvaged_partial,CAGEDEST_012019.7z
201901,2019,01,52,3777,96543,old_caged_complete_salvaged_partial,CAGEDEST_012019.7z
201901,2019,01,53,1407,46623,old_caged_complete_salvaged_partial,CAGEDEST_012019.7z
201903,2019,03,35,168405,602491,old_caged_complete_salvaged_partial,CAGEDEST_032019.7z
201903,2019,03,41,-1211,199707,old_caged_complete_salvaged_partial,CAGEDEST_032019.7z
201903,2019,03,42,-2976,179700,old_caged_complete_salvaged_partial,CAGEDEST_032019.7z
201903,2019,03,43,2439,209243,old_caged_complete_salvaged_partial,CAGEDEST_032019.7z
201903,2019,03,50,526,40372,old_caged_complete_salvaged_partial,CAGEDEST_032019.7z
201903,2019,03,51,-4589,64603,old_caged_complete_salvaged_partial,CAGEDEST_032019.7z
201903,2019,03,52,2712,94082,old_caged_complete_salvaged_partial,CAGEDEST_032019.7z
201903,2019,03,53,-355,44429,old_caged_complete_salvaged_partial,CAGEDEST_032019.7z
201908,2019,08,11,1169,18649,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,12,260,4266,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,13,1905,22437,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,14,276,3664,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,15,6111,51163,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,16,71,3261,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,17,818,11794,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,21,1495,25557,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,22,1472,17096,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,23,4525,66153,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,24,3739,26789,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,25,6770,26650,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,26,10431,72237,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,27,3498,20462,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,28,-625,14499,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,29,3392,104964,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,31,5895,306103,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,32,379,56597,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201908,2019,08,33,70375,142623,old_caged_complete_salvaged_partial,CAGEDEST_082019.7z
201909,2019,09,00,3,1,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,11,686,17382,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,12,492,4050,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,13,1666,22668,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,14,605,3523,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,15,5297,45661,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,16,182,3356,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,17,424,11304,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,21,1761,24649,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,22,1167,15753,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,23,6323,61267,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,24,2485,24203,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,25,3098,19956,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,26,17630,80010,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,27,16529,30837,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,28,3477,15373,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,29,4565,94569,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,31,3841,296945,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,32,2929,49817,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,33,13957,189479,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,35,36156,760222,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
201909,2019,09,41,80825,114873,old_caged_complete_salvaged_partial,CAGEDEST_092019.7z
210805,2108,05,35,-1,1,old_caged_complete_salvaged_partial,CAGEDEST_052008.7z
