nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,unidade_da_federacao_codigo,unidade_da_federacao,variavel_codigo,variavel,ano_codigo,ano,contribuicao_para_instituto_de_previdencia_codigo,contribuicao_para_instituto_de_previdencia,sexo_codigo,sexo,grupo_de_idade_codigo,grupo_de_idade,downloaded_at
3,Unidade da Federação,1572,Mil pessoas,101,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,185,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,101,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,184,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,315,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,109,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,206,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,110,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,205,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,314,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,116,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,198,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,117,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,197,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,318,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,122,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,196,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,124,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,194,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,149,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,62,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,87,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,62,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,87,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,343,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,145,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,198,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,146,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,197,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,360,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,150,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,209,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,150,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,209,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,311,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,136,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,175,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,137,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,174,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,344,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,143,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,200,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,144,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,199,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,330,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,137,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,194,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,138,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,193,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,12,Acre,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,811,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,361,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,451,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,361,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,450,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,840,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,372,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,468,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,373,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,467,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,888,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,407,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,482,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,408,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,480,13,Amazonas,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
